Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score
"Dual Match: Stanford University vs University of California, Los Angeles",2024-04-11,Spencer Johnson,13.47,Samir Banerjee,13.75,"3-6, 6-4, 7-6(3)"
"Dual Match: Stanford University vs University of California, Los Angeles",2024-04-11,Max Basing,13.39,Giacomo Revelli,12.0,"7-5, 6-3"
"Dual Match: Stanford University vs University of California, Los Angeles",2024-04-11,Neel Rajesh,13.0,Gianluca Ballotta,12.0,"7-5, 6-3"
"Dual Match: Stanford University vs University of California, Los Angeles",2024-04-11,Alexander Hoogmartens,13.0,Kyle Kang,13.0,"4-6, 6-4, 6-4"
"ATP Challenger Sarasota, USA",2024-04-10,Zizou BERGS,15.26,Kaylan Bigun,13.17,"6-4, 6-0"
"ATP Challenger Sarasota, USA",2024-04-09,Kaylan Bigun,13.17,Viktor Durasovic,14.17,"6-3, 6-4"
"Dual Match: University of California, Los Angeles vs University of Washington",2024-04-06,Giacomo Revelli,12.0,Han-Chih Lin ,0.0,"6-3, 5-4"
"Dual Match: University of California, Los Angeles vs University of Washington",2024-04-06,Gianluca Ballotta,12.0,Ivan Sodan,12.0,"4-6, 6-4"
"Dual Match: University of California, Los Angeles vs University of Washington",2024-04-06,Spencer Johnson,13.47,Dzianis ZHARYN,13.0,"4-6, 5-5"
"Dual Match: University of California, Los Angeles vs University of Washington",2024-04-06,Alexander Hoogmartens,13.0,Nedim Suko,12.29,"6-4, 6-2"
"Dual Match: University of California, Los Angeles vs University of Oregon",2024-04-04,Yi Jui Lo,11.0,Gianluca Ballotta,12.0,"6-4, 7-6(5)"
"Dual Match: University of California, Los Angeles vs University of Oregon",2024-04-04,Giacomo Revelli,12.0,Matthew BURTON,12.0,"4-6, 6-4, 6-3"
"Dual Match: University of California, Los Angeles vs University of Oregon",2024-04-04,Alexander Hoogmartens,13.0,Lenn Luemkemann,12.0,"6-1, 6-4"
"Dual Match: University of California, Los Angeles vs University of Oregon",2024-04-04,Spencer Johnson,13.47,Vlad Cristian Breazu,12.9,"6-2, 6-3"
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Evan Burnett,12.46,Cassius Chinlund,12.35,"2-6, 6-3, 7-5"
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Dylan Jaen,11.0,Cassius Chinlund,12.35,
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Cassius Chinlund,12.35,Kaiaitz Mendibe,11.0,"6-1, 6-2"
"Dual Match: University of California, Los Angeles vs University of Southern California",2024-03-28,Alexander Hoogmartens,13.0,Karl Lee,13.0,"1-6, 7-5, 6-4"
"Dual Match: University of California, Los Angeles vs University of Southern California",2024-03-28,Gianluca Ballotta,12.0,Samuel Rubell,0.0,"4-6, 6-4, 0-3"
"Dual Match: University of California, Los Angeles vs University of Southern California",2024-03-28,Spencer Johnson,13.47,Volodymyr Iakubenko,12.73,"7-6(5), 6-4"
"Dual Match: University of California, Los Angeles vs University of Southern California",2024-03-28,Lodewijk Weststrate,13.0,Giacomo Revelli,12.0,"2-6, 6-0, 6-2"
"Dual Match: University of Arizona vs University of California, Los Angeles",2024-03-23,Jay Dylan Hara Friend,13.0,Giacomo Revelli,12.0,"5-7, 6-4, 6-2"
"Dual Match: University of Arizona vs University of California, Los Angeles",2024-03-23,Herman Hoeyeraal,12.78,Gianluca Ballotta,12.0,"4-6, 6-2, 7-6(2)"
"Dual Match: University of Arizona vs University of California, Los Angeles",2024-03-23,Spencer Johnson,13.47,Gustaf Ström,12.0,"6-3, 6-0"
"Dual Match: Arizona State University vs University of California, Los Angeles",2024-03-21,Gianluca Ballotta,12.0,Jacob Bullard,13.03,"4-6, 6-2, 6-2"
"Dual Match: Arizona State University vs University of California, Los Angeles",2024-03-21,Bor ARTNAK,13.53,Giacomo Revelli,12.0,"6-4, 6-2"
"Dual Match: Arizona State University vs University of California, Los Angeles",2024-03-21,Constantinos Koshis,12.0,Emon Van Loben Sels,13.59,"3-6, 7-5, 6-3"
"Dual Match: Arizona State University vs University of California, Los Angeles",2024-03-21,Roi Ginat,12.0,Aadarsh Tripathi,12.94,"7-5, 6-3"
"Dual Match: Arizona State University vs University of California, Los Angeles",2024-03-21,Maxwell McKennon,13.14,Spencer Johnson,13.47,"7-6(5), 2-6, 5-4"
M25 Calabasas,2024-03-19,Karue Sell,14.37,Kaylan Bigun,13.17,"5-7, 7-6(4), 6-1"
J300 Indian Wells,2024-03-16,Kaylan Bigun,13.17,Ian Mayew,12.86,"6-3, 6-3"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Kaylan Bigun,13.17,"7-6(4), 2-6, 7-5"
"Dual Match: Harvard University vs University of California, Los Angeles",2024-03-16,Alexander Hoogmartens,13.0,Ronan Jachuck,12.0,"3-6, 6-2, 6-2"
"Dual Match: Harvard University vs University of California, Los Angeles",2024-03-16,Gianluca Ballotta,12.0,Melchior DELLOYE,12.0,"6-1, 7-5"
"Dual Match: Harvard University vs University of California, Los Angeles",2024-03-16,Spencer Johnson,13.47,Daniel Milavsky,13.69,"4-6, 7-6(5), 6-4"
J300 Indian Wells,2024-03-16,Kaylan Bigun,13.17,Kase Schinnerer,12.55,"6-2, 6-2"
J300 Indian Wells,2024-03-16,Kaylan Bigun,13.17,Calvin Baierl,12.0,"6-1, 6-1"
"Dual Match: Harvard University vs University of California, Los Angeles",2024-03-16,Henry von der Schulenburg,13.0,Giacomo Revelli,12.0,"6-2, 4-6, 7-5"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Noah Johnston,12.94,"5-7, 6-2, 6-2"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Cesar CRUZ,12.0,"6-2, 6-0"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Jack Kennedy,13.37,"3-6, 6-1, 6-3"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Kaylan Bigun,13.17,"7-6(4), 2-6, 7-5"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Jagger Leach,13.3,"6-3, 6-4"
J300 Indian Wells,2024-03-16,Rudy Quan,13.67,Bernardo Munk Mesa,12.5,"6-4, 6-1"
"Dual Match: Texas Christian University vs University of California, Los Angeles",2024-03-12,Giacomo Revelli,12.0,Pedro Vives Marcos,13.89,"4-6, 6-3, 1-0(9)"
"Dual Match: Texas Christian University vs University of California, Los Angeles",2024-03-12,Lui Maxted,13.53,Gianluca Ballotta,12.0,"6-2, 6-2"
"Dual Match: Texas Christian University vs University of California, Los Angeles",2024-03-12,Spencer Johnson,13.47,Sebastian Gorzny,13.56,"7-6(4), 6-7(10), 1-0(8)"
"Dual Match: Texas Christian University vs University of California, Los Angeles",2024-03-12,Tomas JIROUSEK,12.0,Aadarsh Tripathi,12.94,"6-3, 6-0"
"Dual Match: Columbia University vs University of California, Los Angeles",2024-03-10,Nicolas Ian Kotzen,13.45,Spencer Johnson,13.47,"6-4, 3-6, 1-0(4)"
"Dual Match: Columbia University vs University of California, Los Angeles",2024-03-10,Alexander Kotzen,13.75,Giacomo Revelli,12.0,"6-3, 6-3"
"Dual Match: Columbia University vs University of California, Los Angeles",2024-03-10,Max Westphal,13.14,Gianluca Ballotta,12.0,"6-4, 6-2"
"Dual Match: Columbia University vs University of California, Los Angeles",2024-03-10,Hugo HASHIMOTO,12.89,Emon Van Loben Sels,13.59,"6-2, 6-2"
"Dual Match: Columbia University vs University of California, Los Angeles",2024-03-10,Aadarsh Tripathi,12.94,Henry Ruger,12.0,"6-2, 6-7(7), 1-0(4)"
"Dual Match: University of California, Irvine vs University of California, Los Angeles",2024-03-06,Noah Zamora,12.96,Spencer Johnson,13.47,"6-4, 6-2"
"Dual Match: University of California, Irvine vs University of California, Los Angeles",2024-03-06,Gianluca Ballotta,12.0,Rithvik Krishna,12.0,"7-6(3), 6-1"
"Dual Match: University of California, Irvine vs University of California, Los Angeles",2024-03-06,Giacomo Revelli,12.0,Hiroki Sakagawa,12.63,"6-4, 4-3"
"Dual Match: University of California, Irvine vs University of California, Los Angeles",2024-03-06,Aadarsh Tripathi,12.94,Andy Nguyen,13.13,"6-3, 4-6, 1-1"
M25 Santo Domingo,2024-03-05,Kiranpal Pannu,13.05,Kaylan Bigun,13.17,"3-6, 7-6(2), 7-5"
2024 Crabel Tennis UTR  $2500 Prize Money,2024-03-03,Andrei Crabel,11.56,David James Brownlee,11.0,"6-4, 6-4"
2024 Crabel Tennis UTR  $2500 Prize Money,2024-03-01,Joseph Corse,11.0,Andrei Crabel,11.56,"6-0, 6-2"
2024 Crabel Tennis UTR  $2500 Prize Money,2024-02-29,Logan Blair,10.0,Andrei Crabel,11.56,"6-3, 6-3"
"Dual Match: University of Nevada, Las Vegas vs University of California, Los Angeles",2024-02-24,Spencer Johnson,13.47,Dusan Rsovac,11.0,"6-3, 6-3"
"Dual Match: University of Nevada, Las Vegas vs University of California, Los Angeles",2024-02-24,Giacomo Revelli,12.0,Illia Maksymchuk,12.0,"6-3, 6-3"
The 2024 Cadillac of Calabasas 25K Men's Pro Tennis Championships Main Draw Wildcard,2024-02-18,Stefan Menichella,12.38,Andrei Crabel,11.56,"6-0, 6-0"
"Dual Match: University of California, Los Angeles vs Pepperdine University",2024-02-17,Zach Stephens,12.2,Emon Van Loben Sels,13.59,"4-6, 6-4, 6-1"
The 2024 Cadillac of Calabasas 25K Men's Pro Tennis Championships Main Draw Wildcard,2024-02-17,Andrei Crabel,11.56,Edward Markosian,10.0,"6-1, 6-7(7), 1-0(5)"
"Dual Match: University of California, Los Angeles vs Pepperdine University",2024-02-17,Maximilian Homberg,13.2,Gianluca Ballotta,12.0,"6-4, 7-5"
"Dual Match: University of California, Los Angeles vs Pepperdine University",2024-02-17,Pietro Orlando Fellin,13.28,Giacomo Revelli,12.0,"6-4, 6-0"
"Dual Match: University of California, Los Angeles vs Pepperdine University",2024-02-17,Spencer Johnson,13.47,Linus Carlsson Halldin,12.0,"4-6, 7-5, 7-5"
"Dual Match: University of California, Los Angeles vs Pepperdine University",2024-02-17,Aadarsh Tripathi,12.94,George Davis,10.0,"6-4, 6-4"
M15 Palm Coast,2024-02-15,Roberto CID SUBERVI,13.95,Kaylan Bigun,13.17,"6-3, 6-4"
M15 Palm Coast,2024-02-13,Kaylan Bigun,13.17,Dan Martin,13.33,"6-3, 7-5"
M15 Palm Coast,2024-02-12,Arthur Bonnaud,13.05,Rudy Quan,13.67,"6-7, 6-4, 1-0(5)"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2024-02-06,Giacomo Revelli,12.0,Yassine Smiej,11.95,"4-6, 6-4, 1-0(7)"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2024-02-06,Aadarsh Tripathi,12.94,Maximilian Wuelfing,12.0,"6-3, 6-3"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2024-02-06,Emon Van Loben Sels,13.59,Toky Nicolas Ranaivo,0.0,"6-2, 6-3"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2024-02-06,Spencer Johnson,13.47,Sebastian Nothaft,12.0,"6-1, 6-2"
"Dual Match: University of California, Los Angeles vs Oklahoma State University",2024-01-29,Isaac Becroft,13.19,Alexander Hoogmartens,13.0,"6-4, 6-7(7), 6-3"
"Dual Match: University of California, Los Angeles vs Oklahoma State University",2024-01-29,Spencer Johnson,13.47,Alessio BASILE,12.63,"6-7(7), 6-4, 6-2"
"Dual Match: University of California, Los Angeles vs Oklahoma State University",2024-01-29,Emon Van Loben Sels,13.59,Francisco Pini,11.0,"7-6(6), 2-6, 6-2"
"Dual Match: University of California, Los Angeles vs Oklahoma State University",2024-01-29,Alejandro Garcia Carbajal,12.95,Giacomo Revelli,12.0,"7-5, 6-3"
"Dual Match: University of California, Los Angeles (UCLA) vs University of Mississippi",2024-01-27,Alexander Hoogmartens,13.0,Isac Strömberg,12.68,"6-2, 4-6, 6-2"
"Dual Match: University of California, Los Angeles (UCLA) vs University of Mississippi",2024-01-27,Spencer Johnson,13.47,Lukas Engelhardt,0.0,"6-4, 6-1"
"Dual Match: University of California, Los Angeles (UCLA) vs University of Mississippi",2024-01-27,Emon Van Loben Sels,13.59,Carson Baker,12.53,"4-6, 6-4, 6-3"
"Dual Match: University of California, Los Angeles (UCLA) vs University of Mississippi",2024-01-27,John Hallquist Lithen,12.91,Giacomo Revelli,12.0,"2-6, 6-3, 6-1"
"Dual Match: University of California, Los Angeles vs Harvard University",2024-01-26,Daniel Milavsky,13.69,Alexander Hoogmartens,13.0,"6-3, 6-4"
"Dual Match: University of California, Los Angeles vs Harvard University",2024-01-26,Emon Van Loben Sels,13.59,Masato Perera,12.0,"7-6(5), 4-6, 3-4"
"Dual Match: University of California, Los Angeles vs Harvard University",2024-01-26,Spencer Johnson,13.47,Ronan Jachuck,12.0,"7-6(2), 6-4"
"Dual Match: University of California, Los Angeles vs Harvard University",2024-01-26,Henry von der Schulenburg,13.0,Giacomo Revelli,12.0,"7-5, 6-2"
Australian Open Junior Championships,2024-01-26,Nicolai Budkov Kjaer,14.31,Kaylan Bigun,13.17,"3-6, 7-6(2), 6-2"
Australian Open Junior Championships,2024-01-26,Kaylan Bigun,13.17,Petr Brunclik,13.49,"6-7, 6-3, 7-6(8)"
M25 Wesley Chapel,2024-01-25,Gilles Arnaud Bailly,13.8,Rudy Quan,13.67,"6-4, 6-1"
M25 Wesley Chapel,2024-01-24,Rudy Quan,13.67,Karue Sell,14.37,"6-4, 6-3"
M25 ,2024-01-17,Adit Sinha,13.32,Rudy Quan,13.67,"6-2, 6-0"
J300 Traralgon,2024-01-16,Cruz Hewitt,12.56,Kaylan Bigun,13.17,"0-6, 7-6(5), 4-3"
"Dual Match: Texas A&M University vs University of California, Los Angeles (UCLA)",2024-01-16,Jerry Roddick,13.0,Alexander Hoogmartens,13.0,"7-6(4), 6-1"
"Dual Match: Texas A&M University vs University of California, Los Angeles (UCLA)",2024-01-16,Giacomo Revelli,12.0,Togan Tokac,13.0,"6-2, 6-3"
"Dual Match: Texas A&M University vs University of California, Los Angeles (UCLA)",2024-01-16,Giulio Perego,12.68,Aadarsh Tripathi,12.94,"6-4, 6-4"
"Dual Match: Texas A&M University vs University of California, Los Angeles (UCLA)",2024-01-16,Gianluca Ballotta,12.0,Luke Casper,13.04,"6-4, 3-6, 1-0(6)"
"Dual Match: Texas A&M University vs University of California, Los Angeles (UCLA)",2024-01-16,Tiago PIRES,13.19,Spencer Johnson,13.47,"6-4, 6-3"
Sherwood Collegiate Cup 2024,2024-01-14,Jonathan Irwanto,12.0,Emon Van Loben Sels,13.59,"2-6, 6-4, 6-2"
Sherwood Collegiate Cup 2024,2024-01-14,Spencer Johnson,13.47,Tiago PIRES,13.19,"7-6(3), 6-3"
Sherwood Collegiate Cup 2024,2024-01-14,Togan Tokac,13.0,Giacomo Revelli,12.0,"4-6, 6-2, 6-0"
Sherwood Collegiate Cup 2024,2024-01-14,Ryder Jackson,0.0,Giacomo Revelli,12.0,"6-0, 6-2"
Sherwood Collegiate Cup 2024,2024-01-14,Makk Peter,13.7,Giacomo Revelli,12.0,"6-4, 6-4"
Sherwood Collegiate Cup 2024,2024-01-14,Spencer Johnson,13.47,Lodewijk Weststrate,13.0,"6-2, 6-4"
Sherwood Collegiate Cup 2024,2024-01-14,Giulio Perego,12.68,Gianluca Ballotta,12.0,"6-3, 6-1"
Sherwood Collegiate Cup 2024,2024-01-14,Luke Casper,13.04,Aadarsh Tripathi,12.94,"6-3, 7-6(4)"
Sherwood Collegiate Cup 2024,2024-01-14,Derrick Chen,13.0,Aadarsh Tripathi,12.94,"4-6, 6-4, 6-2"
Sherwood Collegiate Cup 2024,2024-01-14,Gianluca Ballotta,12.0,Samuel Rubell,0.0,"7-5, 6-2"
Sherwood Collegiate Cup 2024,2024-01-14,Alexander Chang,13.0,Gianluca Ballotta,12.0,"6-1, 6-0"
Sherwood Collegiate Cup 2024,2024-01-14,Brayden Michna,0.0,Emon Van Loben Sels,13.59,"6-3, 6-7(7), 6-3"
PTT $25K Long Beach Men,2024-01-07,Sohrob Yavari,11.0,Cassius Chinlund,12.35,"3-6, 5-4"
PTT $25K Long Beach Men,2024-01-06,Cassius Chinlund,12.35,Andy Nguyen,13.13,"7-6(4), 3-1"
PTT $25K Newport Beach Men,2023-12-19,Juan Carlos Aguilar,13.57,Spencer Johnson,13.47,"6-2, 7-5"
PTT $25K Newport Beach Men,2023-12-19,Boris Kozlov,12.82,Spencer Johnson,13.47,"6-4, 6-2"
PTT $25K Newport Beach Men,2023-12-18,Dominique Rolland,12.0,Spencer Johnson,13.47,"2-6, 7-6(4), 6-4"
PTT $25K Boca Raton Men,2023-12-10,Asror Ismoilov,11.0,Cassius Chinlund,12.35,"7-6(4), 4-6, 6-2"
J500 Plantation,2023-12-09,Danil Panarin,13.2,Kaylan Bigun,13.17,"6-4, 2-6, 6-4"
J500 Plantation,2023-12-09,Kaylan Bigun,13.17,Nicolai Budkov Kjaer,14.31,"7-6(4), 4-6, 6-4"
J500 Plantation,2023-12-09,Kaylan Bigun,13.17,Jack Secord,12.58,"6-0, 6-0"
J300 Bradenton,2023-12-02,Henry Bernet,13.72,Kaylan Bigun,13.17,"4-6, 6-2, 6-1"
M15 Madrid,2023-11-28,Xavi Matas Ortega,12.0,Giacomo Revelli,12.0,"7-6, 6-3"
M15 Madrid,2023-11-27,Giacomo Revelli,12.0,Pablo Manzano Lapuerta,11.0,"6-3, 6-2"
M15 Madrid,2023-11-26,Giacomo Revelli,12.0,Asier Civera Martinez,0.0,"6-1, 6-4"
J500 Merida,2023-11-25,Nicolas Arseneault,13.21,Rudy Quan,13.67,"7-5, 6-4"
J500 Merida,2023-11-25,Matthias Uwe Kask,12.6,Kaylan Bigun,13.17,"3-6, 6-3, 6-4"
J500 Merida,2023-11-25,Rudy Quan,13.67,Gilles Lemaitre,9.0,"6-0, 6-0"
M15 Sharm El Sheikh,2023-11-22,Evgeny Philippov,13.41,Giacomo Revelli,12.0,"6-2, 6-3"
PTT $25K Fort Worth Men,2023-11-17,Adam Chodur,12.0,Cassius Chinlund,12.35,"6-4, 3-2"
"M15 Boca Raton, FL",2023-11-16,Alexander Razeghi,13.02,Rudy Quan,13.67,"3-6, 6-3, 1-0(6)"
M15 Sharm El Sheikh,2023-11-15,Filippo Speziali,13.14,Giacomo Revelli,12.0,"6-4, 6-4"
PTT $25K Fort Worth Men,2023-11-15,Cassius Chinlund,12.35,Grant Lothringer,12.0,"6-3, 4-6, 6-4"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Emon Van Loben Sels,13.59,Conrad Brown,12.0,"6-4, 6-4"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Spencer Johnson,13.47,Pierre BOULLENGER,0.0,"6-4, 7-5"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Emon Van Loben Sels,13.59,Gianluca Brunkow,13.0,"6-3, 6-4"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Emon Van Loben Sels,13.59,Zian Vanderstappen,12.0,"6-1, 6-2"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Carl Emil Overbeck,13.49,Spencer Johnson,13.47,"7-6(6), 6-2"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Luka MRSIC,11.0,Aadarsh Tripathi,12.94,"6-3, 6-3"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Karl Lee,13.0,Emon Van Loben Sels,13.59,"6-4, 6-4"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Spencer Johnson,13.47,Luka MRSIC,11.0,"6-3, 6-1"
Dennis Rizza Jack Kramer Club Collegiate Invitational,2023-11-04,Spencer Johnson,13.47,Georg Mandma,12.0,"3-6, 6-3, 6-1"
"M15 Fayetteville, AR",2023-11-01,Sebastian DOMINKO,13.71,Kaylan Bigun,13.17,"6-3, 7-6(5)"
M15 Norman,2023-10-26,Alexander Razeghi,13.02,Kaylan Bigun,13.17,"6-2, 7-6(7)"
M25 Harlingen,2023-10-26,Ivan Marrero Curbelo,13.27,Rudy Quan,13.67,"6-2, 6-1"
M25 Harlingen,2023-10-25,Rudy Quan,13.67,Andres Martin,13.94,"6-3, 6-4"
M15 Norman,2023-10-25,Kaylan Bigun,13.17,Siphosothando Montsi,12.69,"7-6(1), 3-6, 6-4"
2023 ITA DI Men's Southwest Regional Championships,2023-10-22,Raz Haviv,12.0,Aadarsh Tripathi,12.94,"6-3, 6-2"
2023 ITA DI Men's Southwest Regional Championships,2023-10-22,Gianluca Ballotta,12.0,Carson Lee,12.0,"6-2, 7-5"
2023 ITA DI Men's Southwest Regional Championships,2023-10-22,Aadarsh Tripathi,12.94,Matthew Sah,0.0,"6-3, 6-3"
M15 Las Vegas,2023-10-18,Andres Andrade,14.0,Rudy Quan,13.67,"6-0, 6-1"
M15 Las Vegas,2023-10-18,Ryan Dickerson,13.2,Kaylan Bigun,13.17,"7-6(1), 6-7(8), 6-3"
M15 Castellon,2023-10-15,Martins Rocens,12.41,Giacomo Revelli,12.0,"6-3, 3-6, 1-0(11)"
M15 Vigo,2023-10-12,Vilius Gaubas,14.28,Giacomo Revelli,12.0,"6-4, 6-4"
M15 Vigo,2023-10-11,Giacomo Revelli,12.0,Oscar Jose Gutierrez,13.12,"7-6(2), 3-0"
2023 Fall UCSB Classic,2023-10-07,Spencer Johnson,13.47,Fernando Fonseca,8.0,"6-2, 6-3"
2023 Fall UCSB Classic,2023-10-07,Spencer Johnson,13.47,Luka MRSIC,11.0,"7-6(6), 7-6(3)"
2023 Fall UCSB Classic,2023-10-07,Gianluca Brunkow,13.0,Spencer Johnson,13.47,"3-6, 7-5, 6-4"
2023 Fall UCSB Classic,2023-10-07,Jonathan DA SILVA,11.0,Aadarsh Tripathi,12.94,"6-2, 5-7"
2023 Fall UCSB Classic,2023-10-07,Aadarsh Tripathi,12.94,Fernando Fonseca,8.0,"7-5, 6-3"
M15 ,2023-10-03,Matt Kuhar,13.11,Kaylan Bigun,13.17,"6-3, 4-6, 7-6(6)"
M15 Champaign,2023-09-11,Charlélie COSNET,12.0,Cassius Chinlund,12.35,"4-6, 6-1, 1-0(6)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (September 9- September 11)",2023-09-10,Spencer Johnson,13.47,Adam Large,11.0,"6-4, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (September 9- September 11)",2023-09-10,Spencer Johnson,13.47,Sohrob Yavari,11.0,"6-3, 6-3"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (September 9- September 11)",2023-09-09,Spencer Johnson,13.47,Dominic Anderson,11.0,"6-4, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (September 9- September 11)",2023-09-09,Spencer Johnson,13.47,Boris Bakalov,0.0,"6-3, 6-2"
US Open Junior Championships,2023-09-08,Arthur Gea,14.19,Kaylan Bigun,13.17,"6-0, 6-4"
M15 Madrid,2023-09-07,LUCIANO EMANUEL AMBROGI,13.72,Giacomo Revelli,12.0,"3-6, 7-6(4), 6-4"
M15 Madrid,2023-09-06,Giacomo Revelli,12.0,Alvaro Peiro Serrano,12.42,"6-2, 6-4"
M25 Oviedo,2023-08-30,Giacomo Revelli,12.0,Ivan Perez Martin,12.0,"6-2, 6-1"
M25 Oviedo,2023-08-30,Carlos Lopez Montagud,13.34,Giacomo Revelli,12.0,"6-3, 6-2"
J300 College Park,2023-08-25,Atakan KARAHAN,12.88,Kaylan Bigun,13.17,"6-0, 7-6(5)"
M25 Santander,2023-08-21,Iker Urribarrens Ramirez,13.0,Giacomo Revelli,12.0,"3-6, 7-5, 1-0(6)"
"ATP Challenger Lima, Peru",2023-08-21,Matias Franco Descotte,12.77,Gianluca Ballotta,12.0,"6-3, 6-1"
M25 Santander,2023-08-20,Giacomo Revelli,12.0,Ivan Perez Martin,12.0,"6-0, 6-0"
"ATP Challenger Lima, Peru",2023-08-20,Gianluca Ballotta,12.0,Johan Alexander Rodriguez Rodriguez,13.17,"6-4, 3-6, 6-2"
M25 Trujillo,2023-08-15,Matias Soto,13.86,Gianluca Ballotta,12.0,"7-5, 4-6, 6-3"
"$15,000 Brightwork Open",2023-08-12,Colter Smith,10.0,Aadarsh Tripathi,12.94,"6-4, 6-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Nikola Plavsic,10.0,Kaylan Bigun,13.17,
USTA Boys' 16 & 18 National Championships,2023-08-12,Brandon Carpico,12.0,Kaylan Bigun,13.17,"7-6(6), 6-7(9), 4-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Cody Benton,11.21,"6-0, 6-1"
"$15,000 Brightwork Open",2023-08-12,Aadarsh Tripathi,12.94,Aaron Sharma,8.0,"6-0, 6-0"
USTA Boys' 16 & 18 National Championships,2023-08-12,Simon Caldwell,12.0,Cassius Chinlund,12.35,"2-6, 6-4, 6-1"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Kai Villagomez,11.0,"6-1, 6-4"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Mikel Anderson,11.0,"6-4, 6-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Lucas Brown,13.0,"6-2, 3-6, 1-0(5)"
USTA Boys' 16 & 18 National Championships,2023-08-12,William Manning,12.65,Emon Van Loben Sels,13.59,"3-6, 7-6(2), 1-0(8)"
USTA Boys' 16 & 18 National Championships,2023-08-12,Nicholas Godsick,13.1,Emon Van Loben Sels,13.59,"7-6(4), 6-4"
USTA Boys' 16 & 18 National Championships,2023-08-12,Cassius Chinlund,12.35,Jack Di Menna,11.0,"6-3, 6-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Cassius Chinlund,12.35,Krishna Bhadriraju,10.0,"6-2, 6-1"
USTA Boys' 16 & 18 National Championships,2023-08-12,Andrew Ena,12.0,Cassius Chinlund,12.35,
"$15,000 Brightwork Open",2023-08-12,Aadarsh Tripathi,12.94,Dibyam Dikhit,8.0,"6-3, 6-3"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Cyrus Mahjoob,12.62,"6-3, 7-6(5)"
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Adhithya Ganesan,13.39,"7-5, 7-6(4)"
USTA Boys' 16 & 18 National Championships,2023-08-12,Cyrus Mahjoob,12.62,Rudy Quan,13.67,"4-6, 6-1, 6-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Rudy Quan,13.67,Jackson Caldwell,11.0,"6-1, 6-0"
USTA Boys' 16 & 18 National Championships,2023-08-12,Rudy Quan,13.67,Noah Mcdonald,12.0,"6-2, 6-2"
USTA Boys' 16 & 18 National Championships,2023-08-12,Kase Schinnerer,12.55,Rudy Quan,13.67,
USTA Boys' 16 & 18 National Championships,2023-08-12,Emon Van Loben Sels,13.59,Aaron Sandler,12.0,"6-3, 6-0"
M15 Arequipa,2023-08-09,Ignacio Antonio Becerra Otarola,12.92,Gianluca Ballotta,12.0,"6-4, 6-1"
M15 Arequipa,2023-08-08,Gianluca Ballotta,12.0,Alejandro Hoyos Franco,12.19,"6-3, 6-4"
M15 Xativa,2023-08-01,Nicolas Herrero Cuesta,13.0,Giacomo Revelli,12.0,"6-3, 6-2"
M15 Xativa,2023-07-31,Giacomo Revelli,12.0,Iannis Miletich,13.17,"7-5, 6-1"
M15 Xativa,2023-07-30,Giacomo Revelli,12.0,Carlos Guerrero Alvarez,12.0,"6-3, 6-3"
